id,title,type,date,cve,cvss,base severity,cwe,epss,lien,description,editeur,produit,versions
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2023-37920,7.5,HIGH,CWE-345: Insufficient Verification of Data Authenticity,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Certifi is a curated collection of Root Certificates for validating the trustworthiness of SSL certificates while verifying the identity of TLS hosts. Certifi prior to version 2023.07.22 recognizes ""e-Tugra"" root certificates. e-Tugra's root certificates were subject to an investigation prompted by reporting of security issues in their systems. Certifi 2023.07.22 removes root certificates from ""e-Tugra"" from the root store.",certifi,python-certifi,"['>= 2015.04.28, < 2023.07.22']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-0793,Non disponible,Non disponible,Improper Input Validation,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,A flaw was found in kube-controller-manager. This issue occurs when the initial application of a HPA config YAML lacking a .spec.behavior.scaleUp block causes a denial of service due to KCM pods going into restart churn.,Red Hat,Red Hat OpenShift Container Platform 4,[]
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2017-9047,Non disponible,Non disponible,Non disponible,0.025,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"A buffer overflow was discovered in libxml2 20904-GITv2.9.4-16-g0741801. The function xmlSnprintfElementContent in valid.c is supposed to recursively dump the element content definition into a char buffer 'buf' of size 'size'. The variable len is assigned strlen(buf). If the content->type is XML_ELEMENT_CONTENT_ELEMENT, then (i) the content->prefix is appended to buf (if it actually fits) whereupon (ii) content->name is written to the buffer. However, the check for whether the content->name actually fits also uses 'len' rather than the updated buffer length strlen(buf). This allows us to write about ""size"" many bytes beyond the allocated memory. This vulnerability causes programs that use libxml2, such as PHP, to crash.",Non disponible,Non disponible,[]
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-49766,Non disponible,Non disponible,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Werkzeug is a Web Server Gateway Interface web application library. On Python < 3.11 on Windows, os.path.isabs() does not catch UNC paths like //server/share. Werkzeug's safe_join() relies on this check, and so can produce a path that is not safe, potentially allowing unintended access to data. Applications using Python >= 3.11, or not using Windows, are not vulnerable. Werkzeug version 3.0.6 contains a patch.",pallets,werkzeug,['< 3.0.6']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-56326,Non disponible,Non disponible,CWE-1336: Improper Neutralization of Special Elements Used in a Template Engine,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Jinja is an extensible templating engine. Prior to 3.1.5, An oversight in how the Jinja sandboxed environment detects calls to str.format allows an attacker that controls the content of a template to execute arbitrary Python code. To exploit the vulnerability, an attacker needs to control the content of a template. Whether that is the case depends on the type of application using Jinja. This vulnerability impacts users of applications which execute untrusted templates. Jinja's sandbox does catch calls to str.format and ensures they don't escape the sandbox. However, it's possible to store a reference to a malicious string's format method, then pass that to a filter that calls it. No such filters are built-in to Jinja, but could be present through custom filters in an application. After the fix, such indirect calls are also handled by the sandbox. This vulnerability is fixed in 3.1.5.",pallets,jinja,['< 3.1.5']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-56171,7.8,HIGH,CWE-416 Use After Free,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"libxml2 before 2.12.10 and 2.13.x before 2.13.6 has a use-after-free in xmlSchemaIDCFillNodeTables and xmlSchemaBubbleIDCNodeTables in xmlschemas.c. To exploit this, a crafted XML document must be validated against an XML schema with certain identity constraints, or a crafted XML schema must be used.",xmlsoft,libxml2,"['0', '2.13.0']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-38819,7.5,HIGH,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),0.644,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,Applications serving static resources through the functional web frameworks WebMvc.fn or WebFlux.fn are vulnerable to path traversal attacks. An attacker can craft malicious HTTP requests and obtain any file on the file system that is also accessible to the process in which the Spring application is running.,Non disponible,Spring Framework,"['Spring Framework 5.3.0 - 5.3.40, 6.0.0 - 6.0.24, 6.1.0 - 6.1.13']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-27144,Non disponible,Non disponible,CWE-770: Allocation of Resources Without Limits or Throttling,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Go JOSE provides an implementation of the Javascript Object Signing and Encryption set of standards in Go, including support for JSON Web Encryption (JWE), JSON Web Signature (JWS), and JSON Web Token (JWT) standards. In versions on the 4.x branch prior to version 4.0.5, when parsing compact JWS or JWE input, Go JOSE could use excessive memory. The code used strings.Split(token, ""."") to split JWT tokens, which is vulnerable to excessive memory consumption when processing maliciously crafted tokens with a large number of `.` characters.  An attacker could exploit this by sending numerous malformed tokens, leading to memory exhaustion and a Denial of Service. Version 4.0.5 fixes this issue. As a workaround, applications could pre-validate that payloads passed to Go JOSE do not contain an excessive number of `.` characters.",go-jose,go-jose,"['>= 4.0.0, < 4.0.5']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2022-49043,8.1,HIGH,CWE-416 Use After Free,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,xmlXIncludeAddNode in xinclude.c in libxml2 before 2.11.0 has a use-after-free.,xmlsoft,libxml2,['2.0.0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-11831,Non disponible,Non disponible,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"A flaw was found in npm-serialize-javascript. The vulnerability occurs because the serialize-javascript module does not properly sanitize certain inputs, such as regex or other JavaScript object types, allowing an attacker to inject malicious code. This code could be executed when deserialized by a web browser, causing Cross-site scripting (XSS) attacks. This issue is critical in environments where serialized data is sent to web clients, potentially compromising the security of the website or web application using this package.",Red Hat,Red Hat Trusted Profile Analyzer,[]
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-30691,4.8,MEDIUM,"Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE.  Successful attacks of this vulnerability can result in  unauthorized update, insert or delete access to some of Oracle Java SE accessible data as well as  unauthorized read access to a subset of Oracle Java SE accessible data.",0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Vulnerability in Oracle Java SE (component: Compiler).  Supported versions that are affected are Oracle Java SE: 21.0.6, 24; Oracle GraalVM for JDK: 21.0.6 and  24. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE.  Successful attacks of this vulnerability can result in  unauthorized update, insert or delete access to some of Oracle Java SE accessible data as well as  unauthorized read access to a subset of Oracle Java SE accessible data. Note: This vulnerability can be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. This vulnerability also applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. CVSS 3.1 Base Score 4.8 (Confidentiality and Integrity impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N).",Oracle Corporation,Oracle Java SE,"['21.0.6', '24']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-38809,5.3,MEDIUM,Spring Framework DoS via conditional HTTP request,0.002,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Applications that parse ETags from ""If-Match"" or ""If-None-Match"" request headers are vulnerable to DoS attack.

Users of affected versions should upgrade to the corresponding fixed version.

Users of older, unsupported versions could enforce a size limit on ""If-Match"" and ""If-None-Match"" headers, e.g. through a Filter.",Non disponible,Spring Framework,"['6.1.0 - 6.1.11, 6.0.0 - 6.0.22, 5.3.0 - 5.3.37']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-27152,Non disponible,Non disponible,CWE-918: Server-Side Request Forgery (SSRF),0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"axios is a promise based HTTP client for the browser and node.js. The issue occurs when passing absolute URLs rather than protocol-relative URLs to axios. Even if ⁠baseURL is set, axios sends the request to the specified absolute URL, potentially causing SSRF and credential leakage. This issue impacts both server-side and client-side usage of axios. This issue is fixed in 1.8.2.",axios,axios,['< 1.8.2']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-47764,Non disponible,Non disponible,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"cookie is a basic HTTP cookie parser and serializer for HTTP servers. The cookie name could be used to set other fields of the cookie, resulting in an unexpected cookie value. A similar escape can be used for path and domain, which could be abused to alter other fields of the cookie. Upgrade to 0.7.0, which updates the validation for name, path, and domain.",jshttp,cookie,['< 0.7.0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2023-52355,Non disponible,Non disponible,Out-of-bounds Write,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,An out-of-memory flaw was found in libtiff that could be triggered by passing a crafted tiff file to the TIFFRasterScanlineSize64() API. This flaw allows a remote attacker to cause a denial of service via a crafted input with a size smaller than 379 KB.,Red Hat,Red Hat Enterprise Linux 9,[]
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-22868,Non disponible,Non disponible,CWE-1286: Improper Validation of Syntactic Correctness of Input,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,An attacker can pass a malicious malformed token which causes unexpected memory to be consumed during parsing.,golang.org/x/oauth2,golang.org/x/oauth2/jws,['0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-56337,Non disponible,Non disponible,CWE-367 Time-of-check Time-of-use (TOCTOU) Race Condition,0.087,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Time-of-check Time-of-use (TOCTOU) Race Condition vulnerability in Apache Tomcat.

This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.1, from 10.1.0-M1 through 10.1.33, from 9.0.0.M1 through 9.0.97.

The mitigation for CVE-2024-50379 was incomplete.

Users running Tomcat on a case insensitive file system with the default servlet write enabled (readonly initialisation 
parameter set to the non-default value of false) may need additional configuration to fully mitigate CVE-2024-50379 depending on which version of Java they are using with Tomcat:
- running on Java 8 or Java 11: the system property sun.io.useCanonCaches must be explicitly set to false (it defaults to true)
- running on Java 17: the system property sun.io.useCanonCaches, if set, must be set to false (it defaults to false)
- running on Java 21 onwards: no further configuration is required (the system property and the problematic cache have been removed)

Tomcat 11.0.3, 10.1.35 and 9.0.99 onwards will include checks that sun.io.useCanonCaches is set appropriately before allowing the default servlet to be write enabled on a case insensitive file system. Tomcat will also set sun.io.useCanonCaches to false by default where it can.",Apache Software Foundation,Apache Tomcat,"['11.0.0-M1', '10.1.0-M1', '9.0.0.M1']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-32997,4,MEDIUM,CWE-754 Improper Check for Unusual or Exceptional Conditions,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"In http-proxy-middleware before 2.0.9 and 3.x before 3.0.5, fixRequestBody proceeds even if bodyParser has failed.",chimurai,http-proxy-middleware,"['0', '3.0.0']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-9902,Non disponible,Non disponible,Incorrect Authorization,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"A flaw was found in Ansible. The ansible-core `user` module can allow an unprivileged user to silently create or replace the contents of any file on any system path and take ownership of it when a privileged user executes the `user` module against the unprivileged user's home directory. If the unprivileged user has traversal permissions on the directory containing the exploited target file, they retain full control over the contents of the file as its owner.",Red Hat,Red Hat OpenStack Platform 17.1 for RHEL 9,[]
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-21587,7.4,HIGH,"Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition.  Successful attacks of this vulnerability can result in  unauthorized creation, deletion or modification access to critical data or all Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition accessible data as well as  unauthorized access to critical data or complete access to all Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition accessible data.",0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Vulnerability in the Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JSSE).  Supported versions that are affected are Oracle Java SE:8u441, 8u441-perf, 11.0.26, 17.0.14, 21.0.6, 24; Oracle GraalVM for JDK:17.0.14, 21.0.6, 24; Oracle GraalVM Enterprise Edition:20.3.17 and  21.3.13. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition.  Successful attacks of this vulnerability can result in  unauthorized creation, deletion or modification access to critical data or all Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition accessible data as well as  unauthorized access to critical data or complete access to all Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability can be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. This vulnerability also applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. CVSS 3.1 Base Score 7.4 (Confidentiality and Integrity impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N).",Oracle Corporation,Oracle GraalVM Enterprise Edition,"['20.3.17', '21.3.13']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-45337,Non disponible,Non disponible,CWE-1108: Excessive Reliance on Global Variables,0.351,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Applications and libraries which misuse connection.serverAuthenticate (via callback field ServerConfig.PublicKeyCallback) may be susceptible to an authorization bypass. The documentation for ServerConfig.PublicKeyCallback says that ""A call to this function does not guarantee that the key offered is in fact used to authenticate."" Specifically, the SSH protocol allows clients to inquire about whether a public key is acceptable before proving control of the corresponding private key. PublicKeyCallback may be called with multiple keys, and the order in which the keys were provided cannot be used to infer which key the client successfully authenticated with, if any. Some applications, which store the key(s) passed to PublicKeyCallback (or derived information) and make security relevant determinations based on it once the connection is established, may make incorrect assumptions. For example, an attacker may send public keys A and B, and then authenticate with A. PublicKeyCallback would be called only twice, first with A and then with B. A vulnerable application may then make authorization decisions based on key B for which the attacker does not actually control the private key. Since this API is widely misused, as a partial mitigation golang.org/x/cry...@v0.31.0 enforces the property that, when successfully authenticating via public key, the last key passed to ServerConfig.PublicKeyCallback will be the key used to authenticate the connection. PublicKeyCallback will now be called multiple times with the same key, if necessary. Note that the client may still not control the last key passed to PublicKeyCallback if the connection is then authenticated with a different method, such as PasswordCallback, KeyboardInteractiveCallback, or NoClientAuth. Users should be using the Extensions field of the Permissions return value from the various authentication callbacks to record data associated with the authentication attempt instead of referencing external state. Once the connection is established the state corresponding to the successful authentication attempt can be retrieved via the ServerConn.Permissions field. Note that some third-party libraries misuse the Permissions type by sharing it across authentication attempts; users of third-party libraries should refer to the relevant projects for guidance.",golang.org/x/crypto,golang.org/x/crypto/ssh,['0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-56332,5.3,MEDIUM,CWE-770: Allocation of Resources Without Limits or Throttling,0.003,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Next.js is a React framework for building full-stack web applications. Starting in version 13.0.0 and prior to versions 13.5.8, 14.2.21, and 15.1.2, Next.js is vulnerable to a Denial of Service (DoS) attack that allows attackers to construct requests that leaves requests to Server Actions hanging until the hosting provider cancels the function execution. This vulnerability can also be used as a Denial of Wallet (DoW) attack when deployed in providers billing by response times. (Note: Next.js server is idle during that time and only keeps the connection open. CPU and memory footprint are low during that time.). Deployments without any protection against long running Server Action invocations are especially vulnerable. Hosting providers like Vercel or Netlify set a default maximum duration on function execution to reduce the risk of excessive billing. This is the same issue as if the incoming HTTP request has an invalid `Content-Length` header or never closes. If the host has no other mitigations to those then this vulnerability is novel. This vulnerability affects only Next.js deployments using Server Actions. The issue was resolved in Next.js 13.5.8, 14.2.21, and 15.1.2. We recommend that users upgrade to a safe version. There are no official workarounds.",vercel,next.js,"['>= 13.0.0, < 13.5.8', '>= 14.0.0, < 14.2.21', '>= 15.0.0, < 15.1.2']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-56201,Non disponible,Non disponible,"CWE-150: Improper Neutralization of Escape, Meta, or Control Sequences",0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Jinja is an extensible templating engine. In versions on the 3.x branch prior to 3.1.5, a bug in the Jinja compiler allows an attacker that controls both the content and filename of a template to execute arbitrary Python code, regardless of if Jinja's sandbox is used. To exploit the vulnerability, an attacker needs to control both the filename and the contents of a template. Whether that is the case depends on the type of application using Jinja. This vulnerability impacts users of applications which execute untrusted templates where the template author can also choose the template filename. This vulnerability is fixed in 3.1.5.",pallets,jinja,"['>= 3.0.0, < 3.1.5']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-38827,4.8,MEDIUM,CWE-639,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,The usage of String.toLowerCase() and String.toUpperCase() has some Locale dependent exceptions that could potentially result in authorization rules not working properly.,Spring by VMware Tanzu,Spring Security,"['5.7.0 - 5.7.13, 5.8.0 - 5.8.15, 6.0.0 - 6.0.13, 6.1.0 - 6.1.11, 6.2.0 - 6.2.7, 6.3.0 - 6.3.4, Older unsupported versions are also affected']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2023-43804,5.9,MEDIUM,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,0.006,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"urllib3 is a user-friendly HTTP client library for Python. urllib3 doesn't treat the `Cookie` HTTP header special or provide any helpers for managing cookies over HTTP, that is the responsibility of the user. However, it is possible for a user to specify a `Cookie` header and unknowingly leak information via HTTP redirects to a different origin if that user doesn't disable redirects explicitly. This issue has been patched in urllib3 version 1.26.17 or 2.0.5.",urllib3,urllib3,"['>= 2.0.0, < 2.0.6', '< 1.26.17']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-25019,4.8,MEDIUM,CWE-613 Insufficient Session Expiration,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,IBM QRadar Suite Software 1.10.12.0 through 1.11.2.0 and IBM Cloud Pak for Security 1.10.0.0 through 1.10.11.0 does not invalidate session after a logout which could allow a user to impersonate another user on the system.,IBM,Cloud Pak for Security,['1.10.0.0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2020-35538,Non disponible,Non disponible,CWE-476,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,A crafted input file could cause a null pointer dereference in jcopy_sample_rows() when processed by libjpeg-turbo.,Non disponible,libjpeg-turbo,['libjpeg-turbo 2.0.5 onwards']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-30698,5.6,MEDIUM,"Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition.  Successful attacks of this vulnerability can result in  unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition accessible data as well as  unauthorized read access to a subset of Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition accessible data and unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition.",0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"Vulnerability in the Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: 2D).  Supported versions that are affected are Oracle Java SE: 8u441, 8u441-perf, 11.0.26, 17.0.14, 21.0.6, 24; Oracle GraalVM for JDK: 17.0.14, 21.0.6, 24; Oracle GraalVM Enterprise Edition: 20.3.17 and  21.3.13. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition.  Successful attacks of this vulnerability can result in  unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition accessible data as well as  unauthorized read access to a subset of Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition accessible data and unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM for JDK, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.1 Base Score 5.6 (Confidentiality, Integrity and Availability impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L).",Oracle Corporation,Oracle GraalVM Enterprise Edition,"['20.3.17', '21.3.13']"
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-26791,4.5,MEDIUM,CWE-79 Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting'),0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"DOMPurify before 3.2.4 has an incorrect template literal regular expression, sometimes leading to mutation cross-site scripting (mXSS).",Cure53,DOMPurify,['0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-49767,Non disponible,Non disponible,CWE-400: Uncontrolled Resource Consumption,0.01,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,Werkzeug is a Web Server Gateway Interface web application library. Applications using `werkzeug.formparser.MultiPartParser` corresponding to a version of Werkzeug prior to 3.0.6 to parse `multipart/form-data` requests (e.g. all flask applications) are vulnerable to a relatively simple but effective resource exhaustion (denial of service) attack. A specifically crafted form submission request can cause the parser to allocate and block 3 to 8 times the upload size in main memory. There is no upper limit; a single upload at 1 Gbit/s can exhaust 32 GB of RAM in less than 60 seconds. Werkzeug version 3.0.6 fixes this issue.,pallets,werkzeug,['< 3.0.6']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2024-38828,5.3,MEDIUM,Non disponible,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,Spring MVC controller methods with an @RequestBody byte[] method parameter are vulnerable to a DoS attack.,Spring,Spring,['5.3.x']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2018-5711,Non disponible,Non disponible,Non disponible,0.048,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"gd_gif_in.c in the GD Graphics Library (aka libgd), as used in PHP before 5.6.33, 7.0.x before 7.0.27, 7.1.x before 7.1.13, and 7.2.x before 7.2.1, has an integer signedness error that leads to an infinite loop via a crafted GIF file, as demonstrated by a call to the imagecreatefromgif or imagecreatefromstring PHP function. This is related to GetCode_ and gdImageCreateFromGifCtx.",Non disponible,Non disponible,[]
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2023-1916,Non disponible,Non disponible,CWE-125,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"A flaw was found in tiffcrop, a program distributed by the libtiff package. A specially crafted tiff file can lead to an out-of-bounds read in the extractImageSection function in tools/tiffcrop.c, resulting in a denial of service and limited information disclosure. This issue affects libtiff versions 4.x.",Non disponible,libtiff,['libtiff versions 4.x and newer are affected']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-25022,9.6,CRITICAL,CWE-260 Password in Configuration File,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,IBM QRadar Suite Software 1.10.12.0 through 1.11.2.0 and IBM Cloud Pak for Security 1.10.0.0 through 1.10.11.0 could allow an unauthenticated user in the environment to obtain highly sensitive information in configuration files.,IBM,Cloud Pak for Security,['1.10.0.0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-25020,6.5,MEDIUM,CWE-1287 Improper Validation of Specified Type of Input,0.0,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,IBM QRadar Suite Software 1.10.12.0 through 1.11.2.0 and IBM Cloud Pak for Security 1.10.0.0 through 1.10.11.0 could allow an authenticated user to cause a denial of service due to improperly validating API data input.,IBM,Cloud Pak for Security,['1.10.0.0']
CERTFR-2025-AVI-0481,Multiples vulnérabilités dans les produits IBM (06 juin 2025),avis,2025-06-06,CVE-2025-22869,Non disponible,Non disponible,CWE-770: Allocation of Resources Without Limits or Throttling,0.001,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0481/,"SSH servers which implement file transfer protocols are vulnerable to a denial of service attack from clients which complete the key exchange slowly, or not at all, causing pending content to be read into memory, but never transmitted.",golang.org/x/crypto,golang.org/x/crypto/ssh,['0']
